what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246142988007
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246142994216
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246142997274
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246143002078
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246143002546
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246143044557
activated,perspective,org.eclipse.cdt.ui,5.0.2.200902130801,org.eclipse.cdt.ui.CPerspective,1246143046882
activated,editor,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.DefaultTextEditor,1246143050688
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.lineStart,1246143083542
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246143156862
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246143170668
executed,command,org.eclipse.debug.ui,3.4.2.v20090110_r342,org.eclipse.debug.ui.commands.OpenRunConfigurations,1246143170668
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246143195128
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246143200354
executed,command,org.eclipse.debug.ui,3.4.2.v20090110_r342,org.eclipse.debug.ui.commands.OpenRunConfigurations,1246143200370
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246143209418
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246143211867
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246143220354
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246143224815
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246143232490
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246143237685
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246143255344
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246143264470
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1246143282582
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1246143282847
